,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,1.0,1.0,0.9333333333333333,1.0,0.7307692307692307,1.0,0.7294117647058823,0.9090909090909091,0.9122807017543859,1.0,1.0,0.95,0.9136842105263158,0.9304071616378118,0.9286188440856845
recall,0.038461538461538464,1.0,0.9655172413793104,0.9836065573770492,0.8636363636363636,0.9166666666666666,0.9538461538461539,0.9090909090909091,1.0,0.9565217391304348,0.98,1.0,0.9136842105263158,0.8806122641323689,0.9136842105263158
f1-score,0.07407407407407407,1.0,0.9491525423728815,0.9917355371900827,0.7916666666666666,0.9565217391304348,0.8266666666666667,0.9090909090909091,0.9541284403669724,0.9777777777777777,0.98989898989899,0.9743589743589743,0.9136842105263158,0.8662560264662025,0.8939671983371734
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.9136842105263158,475.0,475.0
