,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.84,1.0,0.9666666666666667,1.0,0.9545454545454546,1.0,0.9384615384615385,0.88,0.9629629629629629,1.0,1.0,0.972972972972973,0.9663157894736842,0.9596341329674664,0.9669060639586956
recall,0.8076923076923077,1.0,1.0,0.9836065573770492,0.9545454545454546,1.0,0.9384615384615385,1.0,1.0,0.9130434782608695,0.98,0.9473684210526315,0.9663157894736842,0.9603931464491543,0.9663157894736842
f1-score,0.8235294117647058,1.0,0.983050847457627,0.9917355371900827,0.9545454545454546,1.0,0.9384615384615385,0.9361702127659575,0.9811320754716981,0.9545454545454545,0.98989898989899,0.9599999999999999,0.9663157894736842,0.9594224601751257,0.9662320307486797
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.9663157894736842,475.0,475.0
