timestamp,epoch,phase,loss,acc,f1,lr,lam,time_sec,model,pretrained
2025-09-15T20:31:59,28,train,1.001178,0.635180,,0.0015797678577430872,1.0000,110,convnext_tiny,1
2025-09-15T20:31:59,28,valid,0.689683,0.945263,0.935320,,,110,convnext_tiny,1
2025-09-15T20:33:49,29,train,0.910843,0.614110,,0.0014689284207951786,0.0000,110,convnext_tiny,1
2025-09-15T20:33:49,29,valid,0.697035,0.953684,0.943954,,,110,convnext_tiny,1
2025-09-15T20:35:40,30,train,0.941707,0.584517,,0.0013582587188080647,0.0000,110,convnext_tiny,1
2025-09-15T20:35:40,30,valid,0.683339,0.945263,0.942344,,,110,convnext_tiny,1
2025-09-15T20:37:30,31,train,0.947646,0.622396,,0.001248363191316894,0.9850,110,convnext_tiny,1
2025-09-15T20:37:30,31,valid,0.652188,0.962105,0.955558,,,110,convnext_tiny,1
2025-09-15T20:39:20,32,train,0.910065,0.527936,,0.0011398420495841767,0.1046,110,convnext_tiny,1
2025-09-15T20:39:20,32,valid,0.674599,0.953684,0.948449,,,110,convnext_tiny,1
2025-09-15T20:41:11,33,train,0.843658,0.600142,,0.00103328799845401,1.0000,110,convnext_tiny,1
2025-09-15T20:41:11,33,valid,0.657848,0.962105,0.955366,,,110,convnext_tiny,1
2025-09-15T20:43:04,34,train,0.951715,0.627131,,0.0009292829992037503,0.6599,113,convnext_tiny,1
2025-09-15T20:43:04,34,valid,0.682460,0.945263,0.942885,,,113,convnext_tiny,1
2025-09-15T20:44:56,35,train,0.859583,0.668797,,0.0008283950910733249,0.0000,112,convnext_tiny,1
2025-09-15T20:44:56,35,valid,0.659984,0.945263,0.937450,,,112,convnext_tiny,1
2025-09-15T20:46:47,36,train,0.806352,0.697443,,0.0007311752888318842,1.0000,111,convnext_tiny,1
2025-09-15T20:46:47,36,valid,0.684902,0.951579,0.941431,,,111,convnext_tiny,1
2025-09-15T20:48:38,37,train,0.870223,0.727983,,0.0006381545733262063,0.2097,110,convnext_tiny,1
2025-09-15T20:48:38,37,valid,0.667713,0.955789,0.952089,,,110,convnext_tiny,1
2025-09-15T20:50:28,38,train,0.888398,0.543797,,0.0005498409914474426,0.2268,110,convnext_tiny,1
2025-09-15T20:50:28,38,valid,0.659238,0.960000,0.958140,,,110,convnext_tiny,1
2025-09-15T20:52:19,39,train,0.878529,0.484375,,0.0004667168813551754,1.0000,110,convnext_tiny,1
2025-09-15T20:52:19,39,valid,0.670654,0.957895,0.950705,,,110,convnext_tiny,1
2025-09-15T20:54:11,40,train,0.845804,0.624527,,0.00038923623811365043,0.0000,111,convnext_tiny,1
2025-09-15T20:54:11,40,valid,0.651179,0.962105,0.956860,,,111,convnext_tiny,1
2025-09-15T20:55:58,41,train,0.567142,0.997869,,0.0003178222341281677,,106,convnext_tiny,1
2025-09-15T20:55:58,41,valid,0.673542,0.957895,0.948383,,,106,convnext_tiny,1
2025-09-15T20:57:44,42,train,0.564777,0.998106,,0.0002528649079241488,,106,convnext_tiny,1
2025-09-15T20:57:44,42,valid,0.668358,0.964211,0.956439,,,106,convnext_tiny,1
2025-09-15T20:59:31,43,train,0.564122,0.997869,,0.00019471903389196602,,106,convnext_tiny,1
