,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.8260869565217391,1.0,1.0,1.0,1.0,0.96,0.8823529411764706,0.88,0.9629629629629629,1.0,1.0,0.9736842105263158,0.9578947368421052,0.957090589265624,0.9586216339370734
recall,0.7307692307692307,1.0,1.0,0.9836065573770492,0.9090909090909091,1.0,0.9230769230769231,1.0,1.0,0.8695652173913043,0.98,0.9736842105263158,0.9578947368421052,0.947482754019311,0.9578947368421052
f1-score,0.7755102040816326,1.0,1.0,0.9917355371900827,0.9523809523809523,0.9795918367346939,0.9022556390977443,0.9361702127659575,0.9811320754716981,0.9302325581395349,0.98989898989899,0.9736842105263158,0.9578947368421052,0.9510493513573001,0.9574388414089585
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.9578947368421052,475.0,475.0
