,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.6571428571428571,1.0,0.9666666666666667,1.0,0.9047619047619048,1.0,0.9444444444444444,0.9565217391304348,0.896551724137931,1.0,1.0,0.9736842105263158,0.9452631578947368,0.9416477955675462,0.9517407712184008
recall,0.8846153846153846,1.0,1.0,0.9836065573770492,0.8636363636363636,0.9583333333333334,0.7846153846153846,1.0,1.0,0.9130434782608695,1.0,0.9736842105263158,0.9452631578947368,0.9467945593637249,0.9452631578947368
f1-score,0.7540983606557377,1.0,0.983050847457627,0.9917355371900827,0.8837209302325582,0.9787234042553191,0.857142857142857,0.9777777777777777,0.9454545454545454,0.9545454545454545,1.0,0.9736842105263158,0.9452631578947368,0.9416611604365229,0.946052762599717
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.9452631578947368,475.0,475.0
