,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.6551724137931034,1.0,1.0,1.0,0.9166666666666666,0.9791666666666666,0.8666666666666667,1.0,0.9454545454545454,1.0,1.0,0.9487179487179487,0.9452631578947368,0.9426537423304665,0.9468408445758718
recall,0.7307692307692307,1.0,1.0,0.9836065573770492,1.0,0.9791666666666666,0.8,0.9545454545454546,1.0,0.9130434782608695,1.0,0.9736842105263158,0.9452631578947368,0.9445679665121322,0.9452631578947368
f1-score,0.6909090909090909,1.0,1.0,0.9917355371900827,0.9565217391304348,0.9791666666666666,0.832,0.9767441860465117,0.9719626168224299,0.9545454545454545,1.0,0.9610389610389611,0.9452631578947368,0.9428853543624692,0.9454472348103506
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.9452631578947368,475.0,475.0
