,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.5135135135135135,1.0,0.7837837837837838,1.0,0.84,0.9787234042553191,0.8727272727272727,0.9545454545454546,0.98,0.7241379310344828,0.9607843137254902,0.96875,0.8926315789473684,0.8814138061321097,0.9089136111845826
recall,0.7307692307692307,1.0,1.0,0.8360655737704918,0.9545454545454546,0.9583333333333334,0.7384615384615385,0.9545454545454546,0.9423076923076923,0.9130434782608695,0.98,0.8157894736842105,0.8926315789473684,0.901988435806523,0.8926315789473684
f1-score,0.6031746031746031,1.0,0.8787878787878788,0.9107142857142857,0.8936170212765958,0.968421052631579,0.8,0.9545454545454546,0.9607843137254902,0.8076923076923076,0.9702970297029702,0.8857142857142857,0.8926315789473684,0.8861456860804543,0.8959462027858955
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.8926315789473684,475.0,475.0
