,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.8636363636363636,1.0,1.0,1.0,0.9565217391304348,1.0,0.8985507246376812,1.0,1.0,1.0,1.0,0.9736842105263158,0.9747368421052631,0.974366086494233,0.974534359614451
recall,0.7307692307692307,1.0,1.0,0.9836065573770492,1.0,1.0,0.9538461538461539,1.0,1.0,1.0,1.0,0.9736842105263158,0.9747368421052631,0.9701588460432292,0.9747368421052631
f1-score,0.7916666666666666,1.0,1.0,0.9917355371900827,0.9777777777777777,1.0,0.9253731343283582,1.0,1.0,1.0,1.0,0.9736842105263158,0.9747368421052631,0.9716864438741001,0.9741885598829111
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.9747368421052631,475.0,475.0
