,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.782608695652174,1.0,1.0,1.0,0.9130434782608695,0.9795918367346939,0.8955223880597015,1.0,1.0,1.0,1.0,0.9736842105263158,0.9663157894736842,0.9620375507694794,0.965608728412298
recall,0.6923076923076923,1.0,1.0,0.9836065573770492,0.9545454545454546,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,0.9736842105263158,0.9663157894736842,0.9606017364861196,0.9663157894736842
f1-score,0.7346938775510203,1.0,1.0,0.9917355371900827,0.9333333333333332,0.9896907216494846,0.9090909090909091,1.0,1.0,1.0,1.0,0.9736842105263158,0.9663157894736842,0.9610190491117621,0.9657416961017669
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.9663157894736842,475.0,475.0
