timestamp,epoch,phase,loss,acc,f1,lr,lam,time_sec,model,pretrained
2025-09-15T19:33:56,29,valid,0.723716,0.938947,0.934400,,,72,resnet18,1
2025-09-15T19:35:10,30,train,0.945172,0.593040,,0.0013582587188080647,0.0000,73,resnet18,1
2025-09-15T19:35:10,30,valid,0.667138,0.970526,0.968496,,,73,resnet18,1
2025-09-15T19:36:23,31,train,0.950676,0.631392,,0.001248363191316894,0.9850,73,resnet18,1
2025-09-15T19:36:23,31,valid,0.676979,0.966316,0.961019,,,73,resnet18,1
2025-09-15T19:37:36,32,train,0.936746,0.514678,,0.0011398420495841767,0.1046,72,resnet18,1
2025-09-15T19:37:36,32,valid,0.685510,0.951579,0.948343,,,72,resnet18,1
2025-09-15T19:38:48,33,train,0.854991,0.598485,,0.00103328799845401,1.0000,72,resnet18,1
2025-09-15T19:38:48,33,valid,0.665741,0.955789,0.951725,,,72,resnet18,1
2025-09-15T19:40:00,34,train,0.988446,0.612926,,0.0009292829992037503,0.6599,72,resnet18,1
2025-09-15T19:40:00,34,valid,0.676651,0.957895,0.954163,,,72,resnet18,1
2025-09-15T19:41:13,35,train,0.872358,0.665483,,0.0008283950910733249,0.0000,72,resnet18,1
2025-09-15T19:41:13,35,valid,0.673731,0.964211,0.957626,,,72,resnet18,1
2025-09-15T19:42:26,36,train,0.816329,0.694839,,0.0007311752888318842,1.0000,72,resnet18,1
2025-09-15T19:42:26,36,valid,0.637392,0.974737,0.972187,,,72,resnet18,1
2025-09-15T19:43:38,37,train,0.876416,0.714962,,0.0006381545733262063,0.2097,72,resnet18,1
2025-09-15T19:43:38,37,valid,0.651320,0.966316,0.964782,,,72,resnet18,1
2025-09-15T19:44:50,38,train,0.909254,0.537169,,0.0005498409914474426,0.2268,72,resnet18,1
2025-09-15T19:44:50,38,valid,0.669293,0.962105,0.955288,,,72,resnet18,1
2025-09-15T19:46:02,39,train,0.888922,0.478693,,0.0004667168813551754,1.0000,71,resnet18,1
2025-09-15T19:46:02,39,valid,0.636679,0.972632,0.970799,,,71,resnet18,1
2025-09-15T19:47:15,40,train,0.853223,0.628314,,0.00038923623811365043,0.0000,73,resnet18,1
2025-09-15T19:47:15,40,valid,0.640983,0.972632,0.968839,,,73,resnet18,1
2025-09-15T19:48:24,41,train,0.572477,0.999053,,0.0003178222341281677,,69,resnet18,1
2025-09-15T19:48:24,41,valid,0.632747,0.974737,0.970859,,,69,resnet18,1
2025-09-15T19:49:33,42,train,0.569338,0.999290,,0.0002528649079241488,,68,resnet18,1
2025-09-15T19:49:33,42,valid,0.633994,0.976842,0.972084,,,68,resnet18,1
2025-09-15T19:50:43,43,train,0.568999,0.999763,,0.00019471903389196602,,69,resnet18,1
2025-09-15T19:50:43,43,valid,0.625220,0.972632,0.967899,,,69,resnet18,1
2025-09-15T19:51:55,44,train,0.569509,0.999290,,0.0001437021846322475,,72,resnet18,1
2025-09-15T19:51:55,44,valid,0.634668,0.976842,0.973753,,,72,resnet18,1
2025-09-15T19:53:17,45,train,0.568223,0.999053,,0.00010009299648445522,,81,resnet18,1
2025-09-15T19:53:17,45,valid,0.633376,0.974737,0.971686,,,81,resnet18,1
2025-09-15T19:54:26,46,train,0.567762,0.999053,,6.412964771182636e-05,,68,resnet18,1
2025-09-15T19:54:26,46,valid,0.628908,0.974737,0.971686,,,68,resnet18,1
2025-09-15T19:55:36,47,train,0.568239,0.999290,,3.6008557654289965e-05,,70,resnet18,1
2025-09-15T19:55:36,47,valid,0.630179,0.974737,0.971686,,,70,resnet18,1
2025-09-15T19:56:45,48,train,0.567900,0.999053,,1.5883313954145295e-05,,68,resnet18,1
2025-09-15T19:56:45,48,valid,0.628378,0.974737,0.971686,,,68,resnet18,1
2025-09-15T19:57:54,49,train,0.567797,0.998816,,3.863833713619898e-06,,68,resnet18,1
2025-09-15T19:57:54,49,valid,0.628566,0.974737,0.971686,,,68,resnet18,1
2025-09-15T19:59:03,50,train,0.566404,0.999290,,1.5763165773898107e-08,,69,resnet18,1
2025-09-15T19:59:03,50,valid,0.630692,0.976842,0.973753,,,69,resnet18,1
