,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet
Black-grass,0,2,0,0,0,0,0,0,0,0,24,0
Charlock,0,39,0,0,0,0,0,0,0,0,0,0
Cleavers,0,25,0,0,0,0,0,0,0,0,4,0
Common Chickweed,0,26,0,0,0,0,0,0,0,0,35,0
Common wheat,0,7,0,0,0,0,0,0,0,0,15,0
Fat Hen,0,23,0,0,0,0,0,0,0,0,25,0
Loose Silky-bent,0,3,0,0,0,0,0,0,0,0,62,0
Maize,0,19,0,0,0,0,0,0,0,2,1,0
Scentless Mayweed,0,34,0,0,0,0,0,1,0,0,17,0
Shepherds Purse,0,21,0,0,0,0,0,0,0,0,2,0
Small-flowered Cranesbill,0,42,0,0,0,0,0,0,0,0,8,0
Sugar beet,0,10,0,0,0,0,0,0,0,0,28,0
