,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.09375,0.0,0.0,0.0962962962962963,0.21428571428571427,0.0,0.0,0.07569721115537849,0.0,0.0,0.0,0.0,0.0863157894736842,0.04000243514478242,0.030928838807953926
recall,0.23076923076923078,0.0,0.0,0.21311475409836064,0.13636363636363635,0.0,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0.0863157894736842,0.12032366540563262,0.0863157894736842
f1-score,0.13333333333333333,0.0,0.0,0.1326530612244898,0.16666666666666663,0.0,0.0,0.13919413919413917,0.0,0.0,0.0,0.0,0.0863157894736842,0.047653933368219076,0.03849987606378584
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.0863157894736842,475.0,475.0
