timestamp,epoch,phase,loss,acc,f1,lr,lam,time_sec,model,pretrained
2025-09-16T10:07:52,29,valid,1.274071,0.669474,0.624469,,,82,customcnn,0
2025-09-16T10:09:23,30,train,1.562522,0.404593,,0.0013582587188080647,0.0000,90,customcnn,0
2025-09-16T10:09:23,30,valid,1.063356,0.829474,0.790073,,,90,customcnn,0
2025-09-16T10:10:58,31,train,1.584681,0.432528,,0.001248363191316894,0.9850,95,customcnn,0
2025-09-16T10:10:58,31,valid,1.051510,0.831579,0.808495,,,95,customcnn,0
2025-09-16T10:12:35,32,train,1.538410,0.370975,,0.0011398420495841767,0.1046,96,customcnn,0
2025-09-16T10:12:35,32,valid,1.085358,0.793684,0.744056,,,96,customcnn,0
2025-09-16T10:14:08,33,train,1.466567,0.419744,,0.00103328799845401,1.0000,93,customcnn,0
2025-09-16T10:14:08,33,valid,1.023454,0.827368,0.803399,,,93,customcnn,0
2025-09-16T10:15:38,34,train,1.604011,0.429688,,0.0009292829992037503,0.6599,89,customcnn,0
2025-09-16T10:15:38,34,valid,1.002659,0.854737,0.829657,,,89,customcnn,0
2025-09-16T10:16:58,35,train,1.491567,0.475616,,0.0008283950910733249,0.0000,80,customcnn,0
2025-09-16T10:16:58,35,valid,1.025241,0.821053,0.796431,,,80,customcnn,0
2025-09-16T10:18:17,36,train,1.411970,0.474669,,0.0007311752888318842,1.0000,78,customcnn,0
2025-09-16T10:18:17,36,valid,1.067181,0.785263,0.769070,,,78,customcnn,0
2025-09-16T10:19:36,37,train,1.455483,0.502367,,0.0006381545733262063,0.2097,79,customcnn,0
2025-09-16T10:19:36,37,valid,0.990650,0.863158,0.837769,,,79,customcnn,0
2025-09-16T10:20:53,38,train,1.508126,0.386364,,0.0005498409914474426,0.2268,77,customcnn,0
2025-09-16T10:20:53,38,valid,0.993898,0.867368,0.839621,,,77,customcnn,0
2025-09-16T10:22:12,39,train,1.469461,0.347538,,0.0004667168813551754,1.0000,78,customcnn,0
2025-09-16T10:22:12,39,valid,0.987413,0.850526,0.824782,,,78,customcnn,0
2025-09-16T10:23:30,40,train,1.419293,0.456676,,0.00038923623811365043,0.0000,78,customcnn,0
2025-09-16T10:23:30,40,valid,0.956796,0.882105,0.860980,,,78,customcnn,0
2025-09-16T10:24:44,41,train,1.083896,0.790246,,0.0003178222341281677,,73,customcnn,0
2025-09-16T10:24:44,41,valid,0.958169,0.854737,0.830818,,,73,customcnn,0
2025-09-16T10:26:00,42,train,1.050410,0.797822,,0.0002528649079241488,,76,customcnn,0
2025-09-16T10:26:00,42,valid,0.959397,0.858947,0.834547,,,76,customcnn,0
2025-09-16T10:27:15,43,train,1.038256,0.798769,,0.00019471903389196602,,74,customcnn,0
2025-09-16T10:27:15,43,valid,0.938331,0.863158,0.843501,,,74,customcnn,0
2025-09-16T10:28:29,44,train,1.020776,0.812027,,0.0001437021846322475,,73,customcnn,0
2025-09-16T10:28:29,44,valid,0.957437,0.848421,0.826178,,,73,customcnn,0
2025-09-16T10:29:42,45,train,1.021428,0.815104,,0.00010009299648445522,,72,customcnn,0
2025-09-16T10:29:42,45,valid,0.929781,0.863158,0.841489,,,72,customcnn,0
2025-09-16T10:30:55,46,train,1.009959,0.818182,,6.412964771182636e-05,,73,customcnn,0
2025-09-16T10:30:55,46,valid,0.927929,0.865263,0.842799,,,73,customcnn,0
2025-09-16T10:32:09,47,train,1.011209,0.824100,,3.6008557654289965e-05,,73,customcnn,0
2025-09-16T10:32:09,47,valid,0.931902,0.865263,0.844504,,,73,customcnn,0
2025-09-16T10:33:22,48,train,1.014341,0.819839,,1.5883313954145295e-05,,73,customcnn,0
2025-09-16T10:33:22,48,valid,0.925495,0.861053,0.839328,,,73,customcnn,0
2025-09-16T10:34:35,49,train,1.004338,0.820786,,3.863833713619898e-06,,73,customcnn,0
2025-09-16T10:34:35,49,valid,0.924650,0.861053,0.839328,,,73,customcnn,0
2025-09-16T10:35:49,50,train,1.013503,0.818419,,1.5763165773898107e-08,,74,customcnn,0
2025-09-16T10:35:49,50,valid,0.923406,0.865263,0.844366,,,74,customcnn,0
