,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,1.0,0.9375,0.4262295081967213,0.8571428571428571,0.6842105263157895,0.9523809523809523,0.6057692307692307,0.5,0.43037974683544306,0.5263157894736842,0.7857142857142857,0.9444444444444444,0.6463157894736842,0.7208406117727839,0.7326534747044068
recall,0.11538461538461539,0.38461538461538464,0.896551724137931,0.8852459016393442,0.5909090909090909,0.4166666666666667,0.9692307692307692,0.5909090909090909,0.6538461538461539,0.43478260869565216,0.44,0.8947368421052632,0.6463157894736842,0.606073237344997,0.6463157894736842
f1-score,0.20689655172413793,0.5454545454545454,0.5777777777777777,0.8709677419354839,0.6341463414634148,0.5797101449275361,0.7455621301775148,0.5416666666666667,0.5190839694656488,0.47619047619047616,0.5641025641025641,0.918918918918919,0.6463157894736842,0.5983731524003905,0.6310756452983973
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.6463157894736842,475.0,475.0
