,Black-grass,Charlock,Cleavers,Common Chickweed,Common wheat,Fat Hen,Loose Silky-bent,Maize,Scentless Mayweed,Shepherds Purse,Small-flowered Cranesbill,Sugar beet,accuracy,macro avg,weighted avg
precision,0.6666666666666666,0.8,0.7058823529411765,0.6020408163265306,0.8571428571428571,0.7878787878787878,0.6741573033707865,0.4411764705882353,0.6,0.5263157894736842,0.48214285714285715,0.9473684210526315,0.6357894736842106,0.6742310268820177,0.6722994718462112
recall,0.15384615384615385,0.5128205128205128,0.41379310344827586,0.9672131147540983,0.5454545454545454,0.5416666666666666,0.9230769230769231,0.6818181818181818,0.75,0.43478260869565216,0.54,0.47368421052631576,0.6357894736842106,0.5781796684256105,0.6357894736842106
f1-score,0.25,0.625,0.5217391304347826,0.7421383647798743,0.6666666666666665,0.6419753086419753,0.7792207792207791,0.5357142857142857,0.6666666666666665,0.47619047619047616,0.5094339622641509,0.631578947368421,0.6357894736842106,0.5871937156623398,0.6195435098589107
support,26.0,39.0,29.0,61.0,22.0,48.0,65.0,22.0,52.0,23.0,50.0,38.0,0.6357894736842106,475.0,475.0
