class,precision,recall,f1-score,support
abies_concolor,1.0,1.0,1.0,38.0
acer_negundo,1.0,1.0,1.0,35.0
acer_palmatum,1.0,1.0,1.0,32.0
acer_rubrum,1.0,1.0,1.0,45.0
acer_saccharinum,1.0,1.0,1.0,29.0
acer_saccharum,1.0,1.0,1.0,28.0
aesculus_pavi,1.0,1.0,1.0,34.0
asimina_triloba,1.0,1.0,1.0,38.0
broussonettia_papyrifera,1.0,0.9777777777777777,0.9887640449438202,45.0
carpinus_caroliniana,1.0,0.7777777777777778,0.8750000000000001,27.0
carya_cordiformis,1.0,1.0,1.0,30.0
carya_glabra,1.0,1.0,1.0,27.0
catalpa_bignonioides,0.9705882352941176,1.0,0.9850746268656716,33.0
catalpa_speciosa,1.0,0.9655172413793104,0.9824561403508771,29.0
cercis_canadensis,1.0,1.0,1.0,33.0
chionanthus_virginicus,1.0,1.0,1.0,33.0
cornus_florida,1.0,0.9259259259259259,0.9615384615384615,27.0
cryptomeria_japonica,1.0,1.0,1.0,32.0
diospyros_virginiana,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0
eucommia_ulmoides,0.8787878787878788,1.0,0.9354838709677419,29.0
fraxinus_nigra,1.0,0.967741935483871,0.9836065573770492,31.0
gleditsia_triacanthos,1.0,1.0,1.0,30.0
ilex_opaca,1.0,1.0,1.0,37.0
juglans_cinerea,0.9705882352941176,1.0,0.9850746268656716,33.0
koelreuteria_paniculata,1.0,1.0,1.0,30.0
liriodendron_tulipifera,1.0,1.0,1.0,36.0
maclura_pomifera,1.0,0.9558823529411765,0.9774436090225563,68.0
magnolia_denudata,0.9629629629629629,0.9629629629629629,0.9629629629629629,27.0
magnolia_virginiana,1.0,1.0,1.0,27.0
ostrya_virginiana,0.90625,0.90625,0.90625,32.0
pinus_bungeana,0.9642857142857143,1.0,0.9818181818181818,27.0
pinus_cembra,1.0,0.9629629629629629,0.9811320754716981,27.0
platanus_occidentalis,1.0,1.0,1.0,29.0
prunus_sargentii,0.8076923076923077,0.9545454545454546,0.875,44.0
prunus_virginiana,0.9767441860465116,0.9130434782608695,0.9438202247191011,46.0
ptelea_trifoliata,1.0,1.0,1.0,41.0
quercus_alba,1.0,1.0,1.0,27.0
quercus_marilandica,1.0,1.0,1.0,27.0
quercus_montana,1.0,1.0,1.0,38.0
quercus_muehlenbergii,0.96,0.7058823529411765,0.8135593220338982,34.0
salix_nigra,0.967741935483871,1.0,0.9836065573770492,30.0
staphylea_trifolia,1.0,1.0,1.0,32.0
styrax_japonica,0.9210526315789473,1.0,0.958904109589041,35.0
taxodium_distichum,1.0,1.0,1.0,27.0
tilia_cordata,0.967741935483871,1.0,0.9836065573770492,30.0
tsuga_canadensis,1.0,1.0,1.0,29.0
ulmus_americana,1.0,0.9090909090909091,0.9523809523809523,33.0
ulmus_pumila,1.0,0.975,0.9873417721518987,40.0
ulmus_rubra,0.8275862068965517,1.0,0.9056603773584906,48.0
zelkova_serrata,0.9655172413793104,1.0,0.9824561403508771,28.0
accuracy,0.9762611275964391,0.9762611275964391,0.9762611275964391,0.9762611275964391
macro avg,0.9804244736342496,0.9766809068515298,0.9773325076409874,1685.0
weighted avg,0.9784854951457128,0.9762611275964391,0.9761016194341744,1685.0
