class,precision,recall,f1-score,support
Black-grass,0.5882352941176471,0.38461538461538464,0.46511627906976744,26.0
Charlock,0.9512195121951219,1.0,0.975,39.0
Cleavers,1.0,0.8275862068965517,0.9056603773584906,29.0
Common Chickweed,0.9375,0.9836065573770492,0.96,61.0
Common wheat,1.0,0.36363636363636365,0.5333333333333333,22.0
Fat Hen,0.8070175438596491,0.9583333333333334,0.8761904761904762,48.0
Loose Silky-bent,0.7837837837837838,0.8923076923076924,0.8345323741007195,65.0
Maize,0.88,1.0,0.9361702127659575,22.0
Scentless Mayweed,0.7777777777777778,0.9423076923076923,0.8521739130434781,52.0
Shepherds Purse,0.9285714285714286,0.5652173913043478,0.7027027027027025,23.0
Small-flowered Cranesbill,0.9423076923076923,0.98,0.9607843137254902,50.0
Sugar beet,0.9722222222222222,0.9210526315789473,0.9459459459459458,38.0
accuracy,0.8694736842105263,0.8694736842105263,0.8694736842105263,0.8694736842105263
macro avg,0.8807196045696101,0.81822193777978,0.8289674940196967,475.0
weighted avg,0.8747018590216715,0.8694736842105263,0.8590176140204793,475.0
