class,precision,recall,f1-score,support
Black-grass,0.7368421052631579,0.5384615384615384,0.6222222222222222,26.0
Charlock,0.9285714285714286,1.0,0.962962962962963,39.0
Cleavers,1.0,0.7241379310344828,0.8400000000000001,29.0
Common Chickweed,0.859375,0.9016393442622951,0.88,61.0
Common wheat,0.8461538461538461,0.5,0.6285714285714286,22.0
Fat Hen,0.8163265306122449,0.8333333333333334,0.8247422680412372,48.0
Loose Silky-bent,0.7777777777777778,0.8615384615384616,0.8175182481751826,65.0
Maize,1.0,0.8636363636363636,0.9268292682926829,22.0
Scentless Mayweed,0.6153846153846154,0.9230769230769231,0.7384615384615384,52.0
Shepherds Purse,0.9285714285714286,0.5652173913043478,0.7027027027027025,23.0
Small-flowered Cranesbill,0.9791666666666666,0.94,0.9591836734693877,50.0
Sugar beet,0.9722222222222222,0.9210526315789473,0.9459459459459458,38.0
accuracy,0.8378947368421052,0.8378947368421052,0.8378947368421052,0.8378947368421052
macro avg,0.8716993017686155,0.7976744931855576,0.8207616882371075,475.0
weighted avg,0.8555970310028976,0.8378947368421052,0.8361805377753422,475.0
