class,precision,recall,f1-score,support
Black-grass,0.7368421052631579,0.5384615384615384,0.6222222222222222,26.0
Charlock,0.9069767441860465,1.0,0.951219512195122,39.0
Cleavers,1.0,0.6896551724137931,0.8163265306122449,29.0
Common Chickweed,0.8709677419354839,0.8852459016393442,0.8780487804878049,61.0
Common wheat,0.7857142857142857,0.5,0.6111111111111112,22.0
Fat Hen,0.8260869565217391,0.7916666666666666,0.8085106382978724,48.0
Loose Silky-bent,0.7714285714285715,0.8307692307692308,0.8,65.0
Maize,1.0,0.9090909090909091,0.9523809523809523,22.0
Scentless Mayweed,0.5595238095238095,0.9038461538461539,0.6911764705882352,52.0
Shepherds Purse,0.9230769230769231,0.5217391304347826,0.6666666666666667,23.0
Small-flowered Cranesbill,0.9791666666666666,0.94,0.9591836734693877,50.0
Sugar beet,0.9722222222222222,0.9210526315789473,0.9459459459459458,38.0
accuracy,0.8231578947368421,0.8231578947368421,0.8231578947368421,0.8231578947368421
macro avg,0.8610005022115753,0.7859606112417805,0.8085660419981305,475.0
weighted avg,0.8462495799232892,0.8231578947368421,0.8229363351775977,475.0
