class,precision,recall,f1-score,support
Black-grass,0.7619047619047619,0.6153846153846154,0.6808510638297872,26.0
Charlock,0.9285714285714286,1.0,0.962962962962963,39.0
Cleavers,1.0,0.8275862068965517,0.9056603773584906,29.0
Common Chickweed,0.9152542372881356,0.8852459016393442,0.9,61.0
Common wheat,0.7894736842105263,0.6818181818181818,0.7317073170731707,22.0
Fat Hen,0.9523809523809523,0.8333333333333334,0.888888888888889,48.0
Loose Silky-bent,0.7777777777777778,0.8615384615384616,0.8175182481751826,65.0
Maize,0.9565217391304348,1.0,0.9777777777777777,22.0
Scentless Mayweed,0.6410256410256411,0.9615384615384616,0.7692307692307693,52.0
Shepherds Purse,1.0,0.34782608695652173,0.5161290322580645,23.0
Small-flowered Cranesbill,0.9795918367346939,0.96,0.9696969696969697,50.0
Sugar beet,0.9736842105263158,0.9736842105263158,0.9736842105263158,38.0
accuracy,0.8610526315789474,0.8610526315789474,0.8610526315789474,0.8610526315789474
macro avg,0.8896821891292223,0.8289962883026488,0.841175634814865,475.0
weighted avg,0.879682071056413,0.8610526315789474,0.8572456321475466,475.0
