class,precision,recall,f1-score,support
Black-grass,0.6428571428571429,0.34615384615384615,0.45,26.0
Charlock,0.8478260869565217,1.0,0.9176470588235294,39.0
Cleavers,1.0,0.6206896551724138,0.7659574468085107,29.0
Common Chickweed,0.7910447761194029,0.8688524590163934,0.828125,61.0
Common wheat,0.8,0.36363636363636365,0.5000000000000001,22.0
Fat Hen,0.7547169811320755,0.8333333333333334,0.7920792079207922,48.0
Loose Silky-bent,0.6741573033707865,0.9230769230769231,0.7792207792207791,65.0
Maize,0.8636363636363636,0.8636363636363636,0.8636363636363636,22.0
Scentless Mayweed,0.6031746031746031,0.7307692307692307,0.6608695652173913,52.0
Shepherds Purse,0.75,0.2608695652173913,0.3870967741935483,23.0
Small-flowered Cranesbill,0.9591836734693877,0.94,0.9494949494949495,50.0
Sugar beet,0.9722222222222222,0.9210526315789473,0.9459459459459458,38.0
accuracy,0.783157894736842,0.783157894736842,0.783157894736842,0.783157894736842
macro avg,0.8049015960782088,0.722672530965934,0.7366727576051509,475.0
weighted avg,0.7941022773585423,0.783157894736842,0.7696314010517105,475.0
